method,lambda,seed,auc,acc,f1,dp_gap,eo_gap,eopp_gap,ev,mmd_alpha,linsep_alpha,nonlinsep_alpha,dp_alpha
FairPCA_AA,0.0,1,0.7610225192439182,0.68,0.4968553459119497,0.09858596060890268,0.2651265126512651,0.2651265126512651,0.08149169414782576,0.04605664941781806,0.5,0.605,0.012754359946315172
FairPCA_AA,0.03,1,0.7610225192439181,0.68,0.4968553459119497,0.09858596060890268,0.2651265126512651,0.2651265126512651,0.07460095897298036,0.04605664892440264,0.5,0.605,0.012754359392822961
FairPCA_AA,0.1,1,0.7610225192439182,0.68,0.4968553459119497,0.09858596060890268,0.2651265126512651,0.2651265126512651,0.07461238257545044,0.04605625989107287,0.5,0.607,0.012755502443588185
FairPCA_AA,0.3,1,0.760779902512186,0.68,0.4968553459119497,0.09858596060890268,0.2651265126512651,0.2651265126512651,0.07343981539806432,0.046087703633471366,0.5,0.595,0.012756723185355917
FairPCA_AA,1.0,1,0.7613313041752133,0.68,0.4968553459119497,0.09858596060890268,0.2651265126512651,0.2651265126512651,0.07373260244874302,0.04452144961157334,0.5,0.599,0.012831086005234204
FairPCA_AA,3.0,1,0.7663600873420234,0.678,0.4952978056426332,0.08657384027126469,0.2651265126512651,0.2651265126512651,0.07576756237763038,0.03641725501024562,0.5,0.556,0.016550063478194977
FairPCA_AA,10.0,1,0.782438959835903,0.694,0.5377643504531722,0.030517278695620764,0.05767892355875187,0.03520352035203522,0.07771555331292135,0.051194077959721196,0.5,0.578,0.03793385081607912
FairPCA_AA,30.0,1,0.7921436291051854,0.698,0.541033434650456,0.04256547146670514,0.04416541004523833,0.03520352035203522,0.07831201053424797,0.060607066689719824,0.5,0.563,0.044122086609023774
FairPCA_AA,100.0,1,0.7931361520986348,0.7,0.5426829268292683,0.04858956785224727,0.037408653288481586,0.03520352035203522,0.0777746107834546,0.061411450357304775,0.5,0.568,0.045488743152123375
Raw,,2,0.8675753766073359,0.798,0.6552901023890785,0.34961402496212396,0.25742373274562114,0.16501650165016502,,,,,
AA,,2,0.8625245373740047,0.794,0.6254545454545455,0.11535964216146019,0.06490649064906495,0.06490649064906495,0.09365071453288631,0.09606896756403605,0.523,0.616,0.06123264705834617
FairAA,0.0,2,0.8625245373740048,0.794,0.6254545454545455,0.11535964216146019,0.06490649064906495,0.06490649064906495,0.09366319680070856,0.0960858810235633,0.523,0.6200000000000001,0.06124220674722767
FairAA,0.03,2,0.8599439775910365,0.788,0.6159420289855072,0.100317437414328,0.07480748074807486,0.07480748074807486,0.09624984953257754,0.08865201718321114,0.517,0.631,0.059435304975714885
