method,lambda,seed,auc,acc,f1,dp_gap,eo_gap,eopp_gap,ev,mmd_alpha,linsep_alpha,nonlinsep_alpha,dp_alpha
FairAA_Adv,10.0,1,0.470479407979408,0.548,0.15671641791044777,0.029207411219763224,0.03063555519295097,0.017948717948717996,0.22667923140878965,0.0051892274420364815,0.4691071428571429,0.5725,0.0026254433561748365
FairAA_Adv,30.0,1,0.4857223294723295,0.518,0.18305084745762712,0.00887802367472984,0.038461538461538436,0.038461538461538436,0.22652342877586595,0.0054939472753994245,0.4767857142857143,0.5848214285714286,0.0009170882969808947
FairAA_Adv,100.0,1,0.5037001287001288,0.528,0.18055555555555555,1.0,1.0,1.0,-0.06126023141686199,2.75127430923821,1.0,1.0,0.3333333304992394
FairPCA_AA,0.0,1,0.472208815958816,0.546,0.14339622641509434,0.008234688625836373,0.08461538461538465,0.08461538461538465,0.22680965628262817,0.008280603556779897,0.5048214285714285,0.5196428571428571,0.011379338695328865
FairPCA_AA,0.03,1,0.472208815958816,0.546,0.14339622641509434,0.008234688625836373,0.08461538461538465,0.08461538461538465,0.21726874104690475,0.008280588342048645,0.5048214285714285,0.5196428571428571,0.011379318883391235
FairPCA_AA,0.1,1,0.472208815958816,0.546,0.14339622641509434,0.008234688625836373,0.08461538461538465,0.08461538461538465,0.2145831004892763,0.008280582091572397,0.5048214285714285,0.5196428571428571,0.011379304649529487
FairPCA_AA,0.3,1,0.4721685971685971,0.546,0.14339622641509434,0.008234688625836373,0.08461538461538465,0.08461538461538465,0.21415825254396947,0.008280457747425252,0.5048214285714285,0.5194642857142857,0.011379314412241789
FairPCA_AA,1.0,1,0.47136422136422135,0.544,0.14285714285714285,0.01254503345342256,0.08461538461538465,0.08461538461538465,0.21419030222372515,0.008256141273699502,0.5048214285714285,0.5201785714285714,0.011379052117862179
FairPCA_AA,3.0,1,0.46995656370656363,0.54,0.1417910447761194,0.02116572310859499,0.08461538461538465,0.08461538461538465,0.21446135354771223,0.007924598966122187,0.5044642857142858,0.5276785714285714,0.011142679091070853
FairPCA_AA,10.0,1,0.4712837837837837,0.544,0.14925373134328357,0.013124034997426648,0.12307692307692308,0.12307692307692308,0.2152151893049037,0.007276140310690349,0.4973214285714286,0.5196428571428571,0.010512233594720513
FairPCA_AA,30.0,1,0.47128378378378377,0.544,0.14925373134328357,0.013124034997426648,0.12307692307692308,0.12307692307692308,0.21843848966840607,0.006946733069223998,0.49589285714285725,0.5171428571428571,0.010036370498578728
FairPCA_AA,100.0,1,0.4710826898326898,0.544,0.14925373134328357,0.013124034997426648,0.12307692307692308,0.12307692307692308,0.2184544784649337,0.006822893562228316,0.4983928571428571,0.5339285714285714,0.009838453366791556
Raw,,2,0.5592645556690501,0.564,0.20437956204379562,0.1623618017670062,0.2733333333333333,0.2733333333333333,,,,,
AA,,2,0.5439019407558734,0.578,0.21561338289962825,0.12768148827628384,0.14136572287443633,0.013333333333333308,0.20704438978908624,0.013633634605328737,0.5144927536231885,0.4903918411164788,0.017795873678206505
FairAA,0.0,2,0.5439019407558734,0.578,0.21561338289962825,0.12768148827628384,0.14136572287443633,0.013333333333333308,0.20704438978908624,0.013633634612646217,0.5144927536231885,0.4903918411164788,0.017795873777771188
FairAA,0.03,2,0.5439019407558734,0.578,0.21561338289962825,0.12768148827628384,0.14136572287443633,0.013333333333333308,0.2070428740165775,0.01357422397094149,0.5157273215244229,0.489801395598497,0.017741678612191725
FairAA,0.1,2,0.5441879468845761,0.578,0.21561338289962825,0.12768148827628384,0.14136572287443633,0.013333333333333308,0.20704206015784044,0.01299142011683202,0.5181964573268921,0.4829307568438003,0.017244866999061872
FairAA,0.3,2,0.5447599591419816,0.584,0.21804511278195488,0.10043611902347965,0.11073648291830845,0.013333333333333308,0.20700355553278793,0.009488018533475862,0.4990874932903919,0.45566290928609776,0.013863858773388504
FairAA,1.0,2,0.5461491317671092,0.58,0.21641791044776118,0.035452775229726896,0.0377584596010887,0.013333333333333308,0.20661432489756126,0.004332358171771078,0.4972088030059044,0.4626945786366076,0.004572220925910145
FairAA,3.0,2,0.5595097037793667,0.564,0.20437956204379562,0.009478749255700913,0.020000000000000018,0.020000000000000018,0.20627122364544148,0.004407408284061998,0.4944176060118089,0.502361782071927,0.0006680480113994327
FairAA,10.0,2,0.5022063329928499,0.672,0.10869565217391304,0.03699769870773589,0.11333333333333334,0.11333333333333334,0.02943808732855613,0.013399345811188512,0.5238862050456253,0.5163714439076759,0.025004065624974897
